PN,PS,DN,DS
4,1,0,1
1,0,2,2
13,14,1,2
15,9,2,1
6,9,0,1
30,21,4,4
15,12,1,0
27,12,1,1
2,1,0,1
11,6,0,1
4,3,0,0
0,1,0,0
21,7,4,3
39,26,3,5
25,18,1,6
11,4,3,1
11,2,1,1
34,15,2,1
20,12,1,0
26,28,1,6
8,4,1,1
15,12,3,3
0,6,0,3
13,9,0,1
40,29,6,9
6,4,2,2
0,5,0,0
10,24,1,5
19,16,1,3
13,4,2,2
1,4,0,3
3,6,0,2
3,0,0,0
5,1,2,1
4,7,0,1
3,3,0,0
13,5,1,1
12,9,1,2
12,7,0,1
5,2,0,2
14,11,1,3
17,13,1,1
7,9,1,2
97,77,7,18
8,3,0,4
1,4,0,2
4,10,0,1
11,10,4,1
6,14,0,2
17,5,3,2
5,5,0,0
11,11,0,3
2,1,0,0
6,4,0,3
7,7,3,1
12,4,1,1
0,1,0,0
34,24,2,10
9,5,0,0
29,7,4,7
4,9,2,3
13,4,2,1
17,8,2,3
8,1,2,3
5,2,0,0
15,5,11,3
6,4,1,6
6,5,2,1
6,20,2,10
14,6,0,4
19,7,2,3
14,5,5,0
0,0,2,1
5,4,2,1
5,6,1,2
8,8,0,1
5,10,0,0
6,6,0,0
1,1,0,1
5,4,0,1
4,11,0,1
3,4,0,0
13,8,1,1
10,3,1,1
19,10,7,3
7,5,1,1
17,6,1,5
6,4,1,0
0,6,1,1
36,17,3,10
1,7,0,1
7,12,1,3
4,9,0,3
5,12,1,1
1,1,0,2
1,3,0,0
24,5,4,6
2,5,0,4
31,38,2,12
18,22,0,2
15,13,1,0
5,8,0,0
39,41,5,7
19,7,2,0
6,3,3,5
32,44,2,5
4,7,5,2
1,0,0,0
10,6,1,2
9,1,0,0
4,4,0,2
10,6,1,3
32,9,4,2
4,2,0,0
1,3,0,2
0,1,0,1
7,4,2,1
4,1,0,1
1,1,0,2
23,17,3,2
2,2,2,0
2,4,0,0
25,18,4,5
4,12,1,2
3,6,0,2
1,2,1,3
2,1,0,1
1,1,0,0
1,6,0,0
5,6,0,1
6,6,0,0
2,7,1,1
0,2,1,1
3,4,0,3
4,1,1,1
0,5,2,0
5,2,0,1
4,7,0,0
9,7,0,0
1,8,0,0
1,1,0,0
2,0,1,1
5,6,8,2
2,7,8,7
3,4,3,0
4,2,2,3
5,0,1,1
1,3,0,3
2,2,0,0
4,4,0,1
7,11,0,1
42,34,3,5
25,10,9,3
1,1,0,2
7,4,0,3
7,7,1,3
17,8,3,7
27,21,2,8
10,8,3,5
6,2,1,1
22,9,2,4
30,27,7,3
2,2,1,0
10,2,1,2
6,8,0,2
13,6,3,2
16,4,1,1
2,3,0,0
13,8,3,2
7,11,0,0
0,3,0,0
12,11,1,4
16,10,1,0
17,10,4,1
3,13,0,5
19,3,1,5
2,3,2,0
6,6,2,3
12,10,1,1
6,9,2,2
3,1,0,0
2,2,0,0
12,5,8,2
16,10,4,1
9,4,0,3
12,10,1,3
13,9,0,1
11,6,0,4
6,6,2,1
28,27,4,6
11,2,1,3
12,3,3,4
24,31,4,11
14,12,0,0
4,3,2,0
2,1,8,3
8,7,5,5
16,18,4,2
4,4,0,1
12,9,1,3
13,11,4,5
8,5,1,1
6,4,2,3
35,24,2,2
7,5,0,2
3,8,0,4
4,4,1,4
8,14,3,9
9,2,0,3
2,1,3,0
29,34,11,13
17,4,1,0
9,11,1,3
10,6,1,1
28,9,8,0
11,14,9,5
16,3,1,1
19,6,3,5
12,12,0,1
0,2,2,1
2,0,1,1
6,3,0,1
5,10,1,0
19,6,7,2
10,16,1,5
3,0,1,1
11,5,0,1
6,5,0,1
2,9,0,0
1,4,0,1
7,3,1,1
5,5,2,1
18,20,0,3
6,6,2,3
7,3,3,0
9,8,0,0
11,7,2,1
11,11,0,5
10,11,1,5
0,1,0,1
7,5,4,2
7,19,2,6
5,5,0,1
5,5,1,1
10,13,0,4
19,4,4,2
8,3,4,0
12,7,2,2
12,17,0,3
12,8,1,1
14,10,1,2
3,2,0,0
12,11,0,0
3,2,0,0
19,15,3,3
5,2,0,0
56,36,4,6
3,2,1,1
22,5,5,2
11,5,2,0
53,39,3,15
11,4,1,4
16,13,1,1
17,10,1,0
14,9,1,0
8,0,0,1
2,4,1,2
7,4,2,2
15,4,3,0
6,6,2,0
7,2,4,4
8,1,7,2
3,3,1,1
10,4,2,1
1,1,0,0
11,5,1,3
6,2,0,2
18,10,1,3
15,12,3,2
9,4,0,3
8,9,1,3
19,12,1,5
1,2,0,0
3,3,1,2
44,31,20,15
6,2,2,1
12,10,1,0
3,7,1,1
11,4,2,1
2,4,0,1
13,8,0,1
5,6,3,1
7,5,0,1
9,4,1,1
23,25,5,7
12,3,2,2
8,6,0,1
9,6,0,3
22,14,0,4
9,1,3,1
1,4,0,1
9,7,2,0
4,4,0,1
26,22,8,1
31,24,0,8
9,6,0,0
7,1,2,0
8,12,0,2
5,4,0,0
4,1,0,2
12,6,1,0
5,3,1,1
10,9,0,1
6,6,0,0
3,7,1,1
8,8,3,0
3,1,2,3
12,4,0,2
2,1,0,0
5,11,0,4
28,22,6,5
23,8,1,3
31,12,6,1
6,6,4,3
4,1,0,0
3,2,0,0
5,1,2,2
6,4,0,0
23,11,3,4
22,16,2,3
8,1,2,1
4,6,0,2
2,12,0,5
9,6,1,2
11,3,5,1
12,1,1,1
4,6,0,1
8,6,1,4
7,11,1,2
20,14,0,4
7,5,0,1
0,11,0,0
10,5,5,0
1,6,0,2
1,6,0,1
18,11,0,2
3,7,0,0
1,6,0,3
20,8,1,2
1,4,0,2
15,11,1,2
18,5,1,7
25,8,2,2
19,6,2,0
5,3,0,0
8,6,0,1
7,4,1,1
4,2,0,3
3,8,0,1
7,6,1,2
30,8,10,5
5,4,2,1
11,4,0,2
3,2,0,0
1,2,0,2
0,2,0,2
10,11,0,0
0,1,0,2
9,7,5,0
5,3,2,3
5,1,1,0
10,8,3,0
6,2,4,0
10,8,2,3
14,2,6,2
21,5,1,2
11,4,2,0
11,10,0,3
12,6,3,3
8,3,1,1
11,1,4,1
15,9,2,3
7,9,0,1
3,0,0,1
6,3,0,0
7,5,0,1
5,3,0,0
3,0,0,0
4,1,0,0
19,8,2,2
21,15,2,2
6,1,1,2
11,2,1,4
8,19,0,4
2,3,1,1
1,1,2,1
49,61,3,20
3,2,0,0
20,6,1,4
7,7,0,4
3,1,1,0
1,3,1,2
4,2,1,0
2,2,0,0
4,6,0,0
10,12,2,1
1,4,0,1
0,4,0,0
30,15,3,3
3,0,2,0
26,27,4,8
7,7,3,0
13,11,0,3
11,9,5,2
5,8,2,2
4,2,1,3
13,3,3,1
0,5,0,1
4,4,0,0
19,8,1,0
7,3,2,0
10,8,1,3
5,0,2,0
1,3,1,1
7,2,0,1
6,6,3,0
25,14,7,6
4,5,0,0
8,7,1,1
16,13,3,8
13,9,3,2
21,9,7,2
11,14,3,2
2,1,1,0
6,4,2,1
2,3,0,0
0,3,0,1
8,3,1,0
8,13,0,4
1,3,0,0
4,4,0,1
9,13,0,1
6,8,0,3
17,22,1,2
5,8,2,0
4,6,0,0
2,4,3,6
1,10,0,2
4,1,0,0
16,28,0,2
2,1,0,0
4,3,0,4
2,1,1,3
92,67,10,18
13,11,1,3
10,2,1,2
12,10,2,5
11,7,0,3
9,8,1,4
22,12,7,7
27,23,1,6
20,6,11,14
15,15,1,4
13,8,1,2
3,1,0,2
6,2,1,0
3,0,0,1
3,5,0,3
7,3,2,1
6,2,1,0
16,6,3,0
7,5,0,0
7,4,2,1
14,6,6,2
3,19,0,5
4,3,2,1
8,11,2,1
8,8,5,1
17,8,1,5
11,5,1,1
1,1,0,0
10,11,1,0
1,2,0,1
15,5,0,2
4,1,1,1
4,5,1,1
28,14,11,2
6,6,0,2
4,4,0,1
2,7,0,0
27,22,0,4
25,14,5,2
11,6,0,3
12,5,2,0
20,6,2,6
6,4,2,1
5,4,1,0
10,2,4,2
5,2,1,2
5,4,0,2
29,16,4,4
2,6,0,1
2,2,0,0
2,5,1,1
9,6,1,0
39,30,4,5
11,5,5,2
12,6,2,1
20,14,6,4
2,6,1,0
45,38,10,10
1,2,0,0
23,29,0,4
7,8,0,4
4,1,1,0
30,27,7,5
42,16,4,8
7,10,1,0
10,10,2,1
3,6,0,1
4,5,0,1
5,5,1,2
19,13,3,2
15,6,2,0
3,10,0,2
2,5,1,1
5,0,1,0
8,6,2,0
3,5,0,0
14,5,0,0
3,4,2,1
2,15,0,5
15,8,2,0
5,4,0,2
6,12,1,2
6,7,0,2
12,3,1,3
8,7,0,7
20,11,1,2
24,11,1,2
8,5,3,1
4,13,0,2
12,11,3,1
12,4,0,0
15,9,1,3
7,4,0,0
12,6,0,2
5,5,1,1
10,2,1,0
5,5,1,0
28,16,5,7
13,2,1,1
7,3,2,2
20,14,3,3
23,25,2,5
26,18,6,2
4,8,2,1
12,11,4,4
27,13,6,2
25,14,2,1
1,2,0,0
11,10,4,3
17,7,0,1
7,2,4,0
10,6,2,0
10,4,2,1
7,7,2,0
8,1,1,0
9,4,1,1
7,6,0,4
8,6,0,2
1,1,0,1
1,2,2,0
0,5,3,0
4,2,2,2
4,4,0,2
3,5,0,1
90,54,19,14
3,3,1,0
7,3,0,1
24,9,0,3
0,6,0,3
22,9,2,3
4,4,0,1
4,1,0,1
0,0,2,1
5,1,4,1
6,3,2,0
0,3,0,2
11,6,3,0
4,2,1,1
5,4,2,0
3,5,0,3
4,5,1,1
13,10,2,2
9,9,1,6
16,5,5,3
14,3,0,2
19,21,4,4
9,5,1,0
11,3,1,0
6,9,3,0
9,9,0,1
23,16,2,4
88,61,24,27
3,3,1,0
18,6,3,1
10,6,3,5
1,1,0,0
5,2,0,1
11,6,0,1
10,1,3,1
3,3,0,1
32,12,7,4
90,33,11,4
15,15,1,3
10,6,0,1
28,17,5,2
21,10,2,2
23,12,5,5
2,2,0,0
5,4,3,0
3,5,0,1
5,8,2,1
16,25,0,2
5,13,2,0
3,1,1,1
5,6,1,1
3,2,0,0
4,5,2,2
2,3,0,0
18,8,2,1
16,9,4,3
13,2,3,3
2,10,0,1
12,4,1,0
45,21,1,5
57,44,2,14
3,2,1,1
4,4,0,2
19,9,2,2
17,13,4,3
20,17,5,0
24,9,7,2
4,5,0,1
6,2,2,0
10,19,0,7
1,2,0,0
16,6,2,1
3,1,0,0
3,1,0,1
20,7,3,6
5,6,0,3
6,8,0,4
16,13,3,3
5,8,0,1
6,4,5,2
34,21,3,6
11,3,2,3
4,1,0,1
8,8,1,0
10,12,3,1
16,20,0,4
0,3,2,0
8,2,0,0
5,4,1,1
42,19,2,2
19,7,0,2
10,9,1,3
9,7,0,0
0,1,0,1
1,9,0,1
0,2,0,0
15,16,4,8
11,4,0,1
6,3,1,0
8,3,1,0
11,2,0,1
9,7,0,0
19,6,1,1
3,2,0,1
7,6,4,2
4,7,0,5
2,6,1,0
7,6,0,2
4,1,0,0
11,4,1,2
13,10,1,3
14,6,0,4
7,5,0,2
3,3,0,0
18,10,3,4
6,1,1,1
114,56,15,12
8,4,2,3
15,18,0,5
3,6,0,3
15,14,0,4
20,4,2,1
4,3,0,4
14,11,1,1
12,5,0,2
5,4,1,1
2,3,0,1
13,5,1,0
28,12,3,9
1,2,0,1
7,4,4,5
5,4,0,2
10,1,3,0
9,2,0,1
19,11,3,3
1,2,0,0
13,7,0,0
6,5,1,1
9,10,0,1
35,22,2,4
9,15,0,1
6,7,0,2
6,4,1,1
2,5,1,1
4,6,0,1
10,14,1,7
15,9,3,2
1,4,0,0
58,14,10,5
5,12,1,1
14,9,0,2
4,3,1,3
8,22,3,6
6,1,3,0
10,9,1,5
8,10,2,1
6,6,0,1
6,4,0,0
1,1,0,2
0,0,0,1
14,10,0,1
7,6,0,2
12,15,6,3
5,4,0,1
11,5,0,1
3,4,0,0
3,9,0,2
7,5,1,2
32,21,7,5
14,10,1,3
35,19,5,5
10,9,1,0
6,4,0,4
6,5,0,1
6,6,0,0
12,8,2,0
20,8,0,0
11,12,1,8
2,1,0,0
2,1,0,0
4,0,0,1
4,4,0,0
9,8,0,1
13,9,1,1
44,35,4,4
14,2,1,1
1,7,0,2
7,3,9,0
1,4,3,1
4,3,1,1
12,7,0,0
6,3,0,3
14,6,6,4
10,8,1,1
14,3,2,3
14,10,2,2
11,1,2,0
8,1,1,1
9,1,1,1
2,2,0,2
1,3,0,1
11,7,0,4
15,7,3,2
5,6,1,1
4,2,0,0
26,19,2,0
17,15,1,1
3,5,0,1
53,24,6,9
5,13,2,1
4,1,1,2
3,3,1,0
3,6,0,2
1,1,0,0
21,7,2,1
0,1,0,2
30,14,3,5
19,13,3,1
6,9,1,0
27,13,5,1
5,4,0,2
4,6,0,1
6,4,0,2
0,1,0,1
4,0,2,0
12,5,2,0
1,3,0,1
20,5,5,3
2,3,1,1
9,3,3,1
4,5,0,3
6,4,4,3
6,8,0,1
14,14,7,5
3,2,0,0
9,4,1,2
2,0,0,1
1,3,0,2
5,0,0,0
2,3,0,0
15,9,4,1
8,3,0,1
16,8,2,1
14,21,1,7
80,55,9,11
10,9,5,3
7,1,0,1
11,8,1,1
13,5,3,4
5,14,2,2
5,1,0,1
22,8,0,3
14,0,1,2
6,3,0,2
9,5,0,6
26,4,3,3
15,12,1,4
4,2,3,3
8,6,0,4
2,3,0,0
10,7,5,5
13,6,3,4
8,8,1,2
11,4,4,2
7,7,2,2
15,7,2,1
6,3,5,2
9,2,1,5
15,6,0,0
3,0,0,2
6,4,2,1
2,2,0,0
2,0,0,0
8,16,2,3
5,6,2,12
7,11,3,1
14,7,3,6
13,7,4,1
25,19,13,3
6,8,1,2
8,3,3,3
9,6,0,2
17,11,3,1
13,18,1,3
0,1,2,1
7,8,1,1
14,8,1,4
6,3,3,2
12,8,2,3
4,5,0,1
13,7,1,6
4,4,1,1
26,43,1,10
3,2,0,1
6,4,1,1
4,1,1,0
41,27,9,2
8,5,1,2
25,13,1,2
9,5,1,1
2,0,1,4
4,15,1,3
19,12,5,1
5,9,2,0
14,7,2,1
12,4,0,0
5,4,0,1
16,10,4,3
28,40,3,7
0,4,0,1
6,1,1,1
2,3,2,0
10,5,0,2
15,10,8,4
9,6,2,1
5,0,1,1
5,5,0,1
1,1,0,0
12,2,0,0
56,47,10,8
6,7,1,1
11,8,0,2
14,14,4,9
10,14,1,4
3,1,0,1
43,14,10,9
8,17,0,5
28,23,2,4
6,3,0,1
3,1,2,0
1,6,0,3
11,4,5,6
9,3,1,2
1,4,2,1
4,9,0,1
16,13,3,3
10,3,1,3
6,3,0,0
10,11,1,1
5,1,7,2
13,6,9,3
6,3,0,0
20,2,4,2
9,7,4,1
3,1,0,0
12,1,3,1
38,31,3,1
15,15,1,6
41,27,9,15
1,6,0,4
12,5,0,0
8,3,1,1
21,11,1,2
8,10,5,3
210,111,31,36
8,1,0,0
2,2,0,1
7,1,2,0
9,6,2,1
1,1,0,0
8,3,4,2
17,4,3,3
6,3,3,1
9,6,1,2
23,15,0,3
38,36,7,6
3,6,0,0
8,5,0,2
15,6,1,3
18,37,2,9
2,3,1,1
10,11,0,6
11,4,0,4
30,40,4,4
10,6,0,4
30,35,5,10
14,9,3,4
1,1,1,1
16,14,7,6
3,12,0,4
1,0,0,1
26,10,1,2
18,10,2,1
60,35,6,9
2,4,0,0
3,0,0,1
3,5,1,3
3,3,0,2
3,0,0,0
6,7,2,2
6,4,2,1
62,48,3,18
27,13,3,4
9,12,0,0
6,7,1,2
32,18,36,26
18,12,7,3
20,7,1,3
7,7,2,2
17,6,0,0
5,5,0,3
3,0,2,4
0,4,0,0
24,11,2,0
10,12,0,4
11,9,2,0
3,13,0,0
6,1,1,1
5,2,0,1
9,19,1,4
4,2,0,0
6,8,1,0
13,1,0,1
6,4,0,4
7,4,1,1
16,6,12,4
22,13,1,2
33,12,4,3
1,0,1,0
23,27,2,9
24,7,8,3
25,15,9,4
19,17,5,7
17,17,2,5
29,38,0,2
43,20,2,4
3,8,1,2
2,3,0,1
6,1,1,0
15,19,5,2
14,23,0,7
23,10,6,5
4,2,0,1
0,4,0,1
2,0,1,2
13,20,1,1
3,5,0,1
2,7,0,1
27,11,9,6
3,18,5,2
8,19,2,2
4,0,1,0
23,11,1,6
8,4,0,1
5,1,2,1
3,0,0,3
9,2,2,0
16,30,1,6
10,9,1,2
19,16,3,6
9,2,3,2
8,3,0,2
11,9,3,5
9,17,3,4
13,8,0,1
7,9,0,2
31,16,5,9
27,26,9,2
11,15,2,5
34,19,2,5
2,9,1,2
27,30,1,9
4,4,3,1
74,70,9,30
5,22,1,7
34,31,4,5
16,13,2,1
51,33,9,8
7,6,0,1
15,8,7,10
6,15,1,1
25,18,0,9
59,68,8,10
0,0,1,2
12,16,4,5
0,16,0,2
7,16,0,3
19,21,0,4
30,9,5,2
3,5,2,0
15,5,3,2
16,4,5,3
36,29,9,6
3,5,1,0
14,4,1,2
1,6,0,1
22,10,4,2
0,3,0,1
28,25,2,5
13,4,5,2
11,10,0,2
12,9,1,3
12,7,0,3
0,0,1,3
0,0,2,2
36,20,1,3
6,16,0,8
0,1,2,1
2,2,0,1
9,7,0,0
6,11,3,6
0,2,0,0
2,0,0,0
12,13,0,4
55,30,2,1
2,4,0,0
70,20,10,3
28,13,1,6
1,4,0,2
6,8,0,1
6,20,1,4
20,9,1,1
10,2,0,0
13,4,2,2
1,2,0,0
7,1,2,0
11,9,0,0
4,6,0,0
0,4,0,0
1,2,2,0
1,1,0,3
17,9,4,10
13,14,1,1
11,13,1,5
2,3,0,1
7,5,1,1
4,1,1,4
25,10,3,1
10,9,0,5
60,26,8,8
4,7,0,1
6,7,0,1
155,81,14,11
12,4,4,4
11,17,0,1
3,1,2,0
0,1,1,1
11,3,1,2
5,6,0,2
11,6,0,1
21,13,1,2
7,4,0,1
2,4,0,0
1,6,0,2
3,1,1,0
13,2,3,0
24,7,6,3
3,3,0,0
3,11,0,3
10,3,2,5
11,17,0,4
0,2,0,1
23,7,5,2
4,2,2,0
22,7,4,3
1,6,0,1
2,2,0,1
3,1,0,0
4,4,0,0
6,7,0,0
7,2,1,1
6,4,1,1
4,4,0,0
8,6,0,1
0,4,2,1
4,4,0,0
10,2,3,1
5,4,1,0
3,4,0,3
6,8,1,4
1,3,0,0
4,7,0,2
10,3,2,2
2,9,0,0
8,7,3,3
1,1,0,2
1,7,1,1
8,11,1,1
13,6,3,8
4,2,2,1
13,16,2,1
8,4,4,2
2,3,0,0
11,5,0,1
1,4,2,1
4,3,1,1
19,7,0,7
2,0,0,0
6,15,3,3
11,9,4,3
17,8,2,1
13,7,0,2
32,12,3,2
11,8,4,1
5,9,0,1
1,1,0,2
35,18,5,5
7,1,0,0
12,19,1,2
1,2,0,0
8,10,2,2
3,4,0,2
11,6,1,4
4,4,0,1
5,5,2,1
16,12,1,1
7,4,1,0
16,8,2,4
18,9,3,5
8,7,1,0
1,9,0,1
8,3,0,1
0,2,1,2
4,1,1,0
7,11,1,6
6,2,0,1
23,13,1,6
20,12,5,2
6,8,2,4
4,6,1,1
14,11,9,4
6,6,0,0
7,5,1,2
1,3,0,3
14,12,1,4
2,0,2,1
14,13,0,2
11,4,0,6
7,2,1,1
0,1,0,0
15,17,0,3
3,6,1,3
4,3,0,2
33,28,1,7
4,7,0,2
6,3,1,1
18,30,1,4
10,4,0,1
4,1,3,1
7,6,0,0
3,3,1,0
12,17,0,2
1,1,0,3
7,0,6,5
6,7,3,4
7,4,0,0
15,6,5,3
29,15,6,5
2,7,1,3
4,7,0,3
3,0,0,1
7,5,0,3
41,26,5,9
13,8,1,5
4,1,1,0
10,17,0,5
13,13,1,6
1,1,0,1
5,6,1,2
20,10,1,2
9,8,1,4
40,30,16,6
13,11,1,2
9,5,0,1
3,10,1,6
4,4,0,1
5,4,0,2
3,1,2,0
36,31,3,7
4,4,0,0
95,48,15,8
2,1,0,1
6,3,0,1
12,5,3,1
11,4,2,0
3,8,0,0
149,68,35,20
6,5,0,0
5,6,1,0
11,3,0,0
2,6,1,1
3,0,3,3
12,6,2,2
8,9,1,0
42,25,9,5
22,13,4,3
3,4,3,0
18,23,3,10
11,8,1,1
3,5,1,1
4,2,2,2
3,3,4,1
8,2,2,0
4,1,0,0
4,5,0,0
5,5,0,5
12,6,1,0
13,3,1,0
1,2,0,0
1,1,4,1
1,1,0,0
0,0,3,1
14,2,4,2
9,4,2,1
20,11,2,2
12,4,4,0
0,0,6,2
19,5,1,0
9,2,0,2
0,2,0,0
7,14,1,1
2,9,0,0
4,15,2,1
4,3,0,1
6,6,0,0
9,8,1,5
3,4,0,3
5,4,0,2
3,8,0,2
7,13,5,9
14,18,2,2
6,18,0,4
0,3,0,1
7,3,0,4
6,4,0,1
10,11,5,8
20,15,1,3
6,4,0,0
0,5,0,1
19,13,0,4
15,8,2,1
0,0,8,8
0,0,5,0
6,5,1,0
2,5,1,1
23,14,3,3
20,11,4,3
9,3,1,0
12,10,1,0
2,1,0,0
6,6,3,3
18,26,1,3
2,6,0,0
4,4,0,1
21,5,3,0
11,13,0,1
3,4,1,0
6,4,1,1
3,11,3,1
112,65,14,13
6,12,0,1
14,15,0,2
14,13,0,4
10,12,1,1
19,9,3,5
6,4,0,2
2,0,0,0
17,4,1,0
23,18,1,4
25,13,3,4
7,3,0,2
5,6,1,1
12,5,1,0
14,10,3,2
7,3,0,1
15,1,1,1
48,20,15,4
6,4,3,1
8,2,0,0
10,5,2,3
16,15,3,3
7,6,1,1
1,3,0,1
6,7,0,2
10,9,1,2
10,1,3,2
75,22,10,9
9,8,2,1
17,9,4,4
9,7,1,3
5,8,1,3
6,1,1,1
12,6,5,0
21,16,2,6
8,6,2,3
0,4,0,1
29,13,2,5
26,12,6,6
12,1,1,1
7,4,2,2
6,10,1,2
7,2,1,2
3,1,0,0
2,0,0,0
24,26,0,2
10,10,1,0
6,8,1,3
1,2,0,1
27,11,2,6
8,1,0,2
10,6,0,0
5,5,0,1
5,5,0,3
4,5,1,0
11,6,1,2
6,12,0,2
0,2,0,2
5,5,1,1
7,2,1,0
3,4,2,2
1,2,1,0
8,2,0,2
29,40,7,11
4,3,1,0
24,33,5,6
0,2,0,2
15,15,0,6
9,7,0,5
2,21,0,9
11,12,2,2
2,2,0,3
7,8,0,6
0,3,0,0
0,3,0,0
26,21,3,4
4,1,1,0
4,0,0,1
8,4,1,3
13,8,2,0
13,8,2,2
14,5,2,2
12,0,0,1
7,12,0,2
3,4,2,1
9,4,1,2
12,4,5,0
18,1,4,2
12,8,1,4
8,3,1,0
5,4,1,2
6,5,1,2
4,2,0,0
11,5,1,2
1,5,0,2
13,11,0,8
10,11,1,0
10,15,0,6
4,0,0,4
4,7,0,3
1,5,2,1
5,8,0,1
17,1,3,1
10,8,2,1
18,10,4,1
11,5,1,1
0,0,14,3
5,2,7,1
5,7,3,3
13,7,1,2
14,15,3,3
8,7,0,2
4,1,0,1
8,8,3,0
13,22,2,5
6,6,1,4
8,5,0,0
12,7,1,2
8,12,2,1
13,4,1,1
3,4,3,0
15,7,0,4
1,11,0,4
2,7,0,1
24,23,1,6
2,1,0,3
5,4,0,1
18,19,0,4
18,18,2,5
15,8,1,2
9,16,0,8
4,2,0,0
3,3,0,1
37,25,24,9
182,76,122,44
13,17,4,5
15,7,1,0
1,2,0,4
9,5,1,1
3,6,2,3
12,4,1,1
21,20,2,5
1,5,0,0
1,3,1,3
7,1,4,0
1,5,0,1
9,3,0,1
16,9,5,4
2,7,0,4
7,8,2,1
19,24,1,6
1,1,0,2
0,0,11,3
0,0,0,1
0,0,5,2
0,0,0,2
0,0,4,3
6,1,3,1
10,4,1,1
19,11,2,1
10,1,1,3
6,5,3,1
5,3,2,2
8,7,0,3
1,10,0,1
9,5,0,4
57,50,3,19
9,8,0,0
1,3,1,0
24,11,2,1
2,7,1,2
5,10,0,0
8,6,2,2
3,2,1,0
14,8,3,3
27,13,5,8
4,3,1,2
3,4,0,2
1,4,1,3
15,13,1,4
2,9,1,0
4,4,0,1
3,2,0,0
25,10,2,5
4,2,0,0
13,2,0,2
32,10,4,6
3,6,0,0
9,6,12,8
11,8,0,2
42,31,4,8
36,28,9,5
24,21,1,4
11,8,0,2
6,3,0,0
2,2,0,0
2,0,2,0
2,3,1,0
11,17,0,5
20,14,0,4
5,8,0,1
4,7,2,2
1,1,1,0
11,5,0,2
1,5,0,0
4,7,0,1
18,10,4,3
2,5,2,1
6,2,0,4
4,4,0,1
6,1,0,1
6,0,0,0
3,2,0,1
13,17,2,8
3,2,0,1
3,0,1,0
0,2,1,0
8,5,0,4
6,5,1,1
5,2,2,3
31,19,2,3
35,14,3,3
0,2,0,0
2,2,0,1
5,6,0,3
7,3,0,1
3,5,0,0
20,11,6,5
8,5,0,2
43,13,5,8
17,8,2,6
1,3,0,1
18,19,1,6
9,1,1,1
2,5,4,0
8,7,1,0
12,6,3,3
17,9,2,2
15,7,0,6
9,7,0,1
5,4,0,1
9,3,2,2
17,3,3,1
3,5,0,0
11,13,0,4
5,4,2,6
16,14,2,3
13,9,0,2
1,1,0,0
14,6,0,5
13,1,2,1
9,6,0,1
1,0,0,2
8,11,1,2
1,4,0,2
19,9,0,2
17,10,4,1
6,9,1,2
2,2,0,0
8,1,2,1
8,4,3,1
4,3,0,0
9,6,0,1
31,18,7,6
54,57,1,22
4,2,0,0
5,9,1,1
5,12,1,7
4,1,0,0
10,13,2,5
2,3,1,1
13,5,0,2
1,1,0,0
0,7,0,2
0,2,0,1
12,3,1,3
3,3,0,2
4,6,1,1
6,1,4,2
7,3,1,0
11,14,1,1
4,6,0,3
21,14,3,3
21,54,2,9
4,1,1,1
7,3,1,1
16,22,1,4
30,12,3,1
5,4,0,1
5,6,1,0
9,3,0,1
11,9,2,4
5,4,1,1
8,3,5,4
23,11,5,2
7,1,5,1
4,2,0,2
8,13,2,0
8,3,1,3
7,7,0,1
23,33,0,8
1,0,0,0
7,8,0,2
8,2,1,0
0,2,0,0
7,3,0,1
0,1,1,2
12,19,2,0
9,9,3,2
3,1,0,0
15,11,0,2
25,15,1,3
26,20,0,5
3,0,0,2
68,42,12,15
4,5,0,0
20,12,5,2
5,5,1,1
24,15,1,2
4,0,0,1
1,1,0,0
12,5,1,2
5,6,0,0
9,25,2,5
22,7,4,5
25,6,1,4
5,10,1,0
6,6,0,2
8,8,0,1
6,5,1,2
25,19,1,4
18,5,2,1
0,1,3,2
1,5,0,1
3,1,0,0
1,5,0,0
5,5,0,1
10,2,2,3
8,4,0,1
17,14,5,5
5,1,1,1
9,3,0,0
7,3,1,0
6,3,1,1
3,2,1,0
7,6,0,3
23,11,2,1
5,9,2,2
16,11,2,7
31,14,3,4
11,3,4,0
8,5,3,1
11,5,10,13
11,3,2,3
10,2,3,2
17,3,3,0
8,5,1,0
10,2,1,3
0,0,2,3
0,0,5,1
0,0,2,0
12,5,6,1
0,0,3,3
13,11,5,7
21,13,6,3
4,1,1,2
27,25,1,11
2,2,2,0
1,10,0,0
2,13,0,2
19,15,2,4
16,8,6,5
11,10,2,2
9,11,0,1
3,4,1,4
11,9,1,7
14,13,6,6
16,18,0,3
7,6,1,2
31,17,5,4
16,10,5,2
15,24,0,7
3,1,1,0
10,7,1,1
8,4,0,0
7,3,2,0
8,3,2,3
9,7,2,0
14,13,2,2
8,5,0,1
5,5,1,0
5,0,0,1
16,5,2,3
6,8,3,2
4,7,2,0
13,6,1,0
12,3,1,3
16,16,4,7
12,27,1,6
20,24,2,5
29,10,4,5
23,8,0,4
1,0,0,1
12,19,0,5
7,4,0,1
4,1,0,0
11,14,0,1
3,2,0,1
15,15,3,3
6,11,1,1
23,14,0,1
2,9,0,4
8,7,2,5
15,3,3,2
8,9,3,0
1,2,0,0
14,9,0,2
14,4,4,0
14,9,4,2
75,61,16,20
5,1,1,0
1,9,0,2
